x,y,z,radii
nan,nan,nan,nan
nan,nan,nan,nan
48.775431203872394,60.23264130243303,28.209486573433765,82.47902096974715
31.09520147892917,37.057818074954625,17.60725875279363,51.48018061622803
28.481242172444826,32.7639211935912,15.800901942692693,46.198746626590356
28.94639849039254,32.14823242266281,15.745248146758229,46.03602581315139
27.138674596679238,29.102665469020533,14.483421557967365,42.346691680601886
28.714057031875367,29.734276488418207,15.044894741164942,43.98832944420854
28.137810826947458,28.137810826947455,14.483421557967365,42.346691680601886
29.426307836922376,28.416655162133367,14.889069327113315,43.532726412947156
nan,nan,nan,nan
nan,nan,nan,nan
13.004970720106623,73.7548540096013,4.585851685680164e-15,74.8926415170972
16.400721628331794,84.3743983178454,5.263140557447808e-15,85.95360819319026
14.968733770237755,70.42235559622743,4.408461069916113e-15,71.99563291204379
18.140401907866355,78.57471321374133,4.937870861844426e-15,80.64155093995042
20.30331090810683,81.43213227788523,5.138928135064747e-15,83.92506539261228
20.20300134638331,75.39862749008495,4.779698673684856e-15,78.05840307609783
22.477655307634265,78.38889978352101,4.993370463745784e-15,81.54792822260856
22.34855654904664,73.09883470779009,4.680529579513921e-15,76.43884886275272
24.512945203888357,75.44308790168627,4.8572894740526425e-15,79.32555700851016
26.254320912082452,76.24808437886166,4.937870861844426e-15,80.64155093995042
25.87621605622049,71.09431931539491,4.632654799094909e-15,75.65699436474817
29.90086527313946,77.89441714793821,5.108994679204383e-15,83.43621496028837
31.255756253791393,77.36071139734321,5.108994679204383e-15,83.43621496028837
25.774355944246363,60.72057742883631,4.039156366840678e-15,65.96442941185812
37.267036491718315,83.70313441482966,5.610381770395969e-15,91.62448755514055
35.26166813274041,75.61889133937318,5.108994679204383e-15,83.43621496028837
28.049621052251403,57.51024579827455,3.918013182498966e-15,63.98601107236534
24.078898155105456,47.25749848019855,3.247661082066946e-15,53.03833046929277
21.998262135582614,41.372713790016334,2.8691941585641982e-15,46.85749655430191
18.724869892283735,33.78055949692393,2.3649852457944467e-15,38.62314011584469
22.61692672644522,39.17366620126558,2.769774692209137e-15,45.23385345289045
22.734583076505054,37.83670015402066,2.702890888159459e-15,44.14155804010294
20.746236369730568,33.20091841012708,2.397234227869475e-15,39.14980596100889
24.464198314942635,37.67156185299191,2.750445729553147e-15,44.9181875373065
25.205986807639867,37.369412213853906,2.7600878759132357e-15,45.07565573739165
24.45693262505022,34.92811957949166,2.6109078370419006e-15,42.63936081586489
26.402248194136323,36.33957707420193,2.750445729553147e-15,44.9181875373065
26.56505277387204,35.25301571963979,2.702890888159459e-15,44.14155804010294
28.044897614998966,35.89583202802956,2.7892840037178434e-15,45.55246468875518
29.17670713259722,36.03023267510026,2.8388688423068507e-15,46.36224655604182
27.033403297428027,32.21715549975801,2.5752184951417567e-15,42.056509630935615
30.202350393558028,34.74382971656818,2.818893582877039e-15,46.03602581315139
31.242787893307842,34.69863123246168,2.8590367729689046e-15,46.69161385894247
26.430196509972202,28.34291573709775,2.3730009815424498e-15,38.75404701493729
28.04014254259471,29.0364176058654,2.4716660932002e-15,40.36537056922976
41.9807797835354,41.98077978353539,3.635351049904104e-15,59.369788128874
44.87020643411679,43.33065467670273,3.819485218303828e-15,62.376927306111476
57.702290507184124,53.808256402647174,4.831104649955698e-15,78.89792637876164
53.50318205555533,48.17448150562562,4.408461069916113e-15,71.99563291204379
53.56146040927908,46.56026719185519,4.345636571124457e-15,70.96963098503272
57.95662011619917,48.631378563784445,4.632654799094909e-15,75.65699436474817
56.023943428178995,47.00967026768179,6.398401528802791,73.41342437213886
48.31438317889338,41.999052543183396,5.600778000132271,64.26172072617399
55.16603916339869,49.671724770617196,6.49456589477571,74.51678673176379
60.091796392243495,56.03650668887976,7.188520333717984,82.47902096974715
50.85701464898245,49.112048166721266,6.18541090102774,70.96963098503272
64.9802810298276,64.9802810298276,8.03985776136794,92.24702248990897
64.27512538551385,66.55884075938935,8.095122807235672,92.88111777870411
56.686827301598875,60.78917986880753,7.271945286917198,83.43621496028837
55.29601528977794,61.41244660101377,7.229940507933074,82.95426417127679
47.05364772968317,54.12902979273411,6.274832861036918,71.99563291204379
26.74628314068441,31.874979021452592,3.640388412909125,41.768772752578506
26.09628647211238,32.226229960535704,3.6279282522945526,41.62580844269191
28.135428988126588,36.011706901515204,3.9981892298810653,45.874076725580956
24.282644537695887,32.22415768899846,3.530081562854817,40.503143586022276
28.435532487978897,39.13815281542484,4.232475592605341,48.56221126885029
35.19783187219272,50.26771342991611,5.368789710223763,61.59995361141044
31.16714506279519,46.20719277007469,4.876263361960201,55.948847525497406
33.98631111612179,52.33432973701802,5.459426788319917,62.63989745491109
32.5187856163966,52.040935464402935,5.368789710223763,61.59995361141044
26.609827738071246,44.28619033335365,4.520167301932935,51.863103444831715
29.934212392670357,51.847576748663,5.237808471871762,60.09711244199684
27.12646559454397,48.93743936428455,4.895237474542547,56.166551052358294
22.958976076979518,43.179553925228674,4.278534190610118,49.09067441485469
25.205754152143015,49.46907789817595,4.857409450636366,55.73252315340843
23.337075403154454,47.84809535031328,4.657536319579163,53.439236162143885
19.86818065448414,42.60745091147537,4.113027593726995,47.19169918195106
20.78226668381866,46.677735216941116,4.470245718352413,51.29031751005906
22.382616468551408,52.730139960762536,5.011694892644458,57.50275007299071
23.87837013935935,59.101040012936544,5.5767483204718795,63.98601107236534
35.97364829057744,93.71455777892412,8.782276470559259,100.76532186739051
39.41932982107709,108.30371857344349,10.083454294824291,115.6946631046321
28.221490435398856,81.96115950670952,7.583851329131175,87.01493544824334
31.528198446267414,97.03381731487161,8.926240289869552,102.41712144790824
30.335484938194544,99.22290034307981,9.077523548902587,104.15290218092369
22.26685493594684,77.65375152253124,7.067610170244815,81.09173242556895
27.086778513510076,101.0892336257846,9.156150199190382,105.05504181979342
20.97071341072468,84.10893751037901,7.583851329131175,87.01493544824334
18.807191529656055,81.46289637374649,7.314551409438903,83.92506539261228
21.950977627355822,103.27123027814606,9.236910575597012,105.98166322029545
18.160947724574665,93.4299765502874,8.327055239988539,95.54224400448112
15.146470200017577,85.89990107674106,7.631202657804412,87.55823101524152
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
103.17930084407163,152.9696041898542,32.534916799775296,187.36111853807984
nan,nan,nan,nan
nan,nan,nan,nan
66.46288454652465,88.1992267674207,19.47309274514927,112.141071716284
67.99205068028716,87.02585632388127,19.47309274514927,112.141071716284
38.49696676680439,47.53979479555111,10.786324442945268,62.11596682364389
28.634034402445078,34.12471336958012,7.854776220947414,45.23385345289045
29.431083843991022,33.85658904439994,7.910102481439534,45.55246468875518
29.807526644068275,33.10461212700683,7.854776220947414,45.23385345289045
24.743964727108903,26.534653535306017,6.397418009462723,36.84126200122542
27.33365652565109,28.304829919051123,6.938174693994815,39.955355634671434
45.733500792714324,45.73350079271432,11.404289036057294,65.67468308208528
75.75335968499337,73.15416910172084,18.568917200867872,106.93413228029596
93.1418695859145,86.8561985399319,22.456199517778465,129.32009894656687
93.31771362484874,84.02364675244142,22.141620483620382,127.50851049004147
75.4996277216116,65.6308250884593,17.639396331546948,101.58123493458461
100.53212784020899,84.3564713921865,23.140336994140014,133.25988965185013
91.8641313730506,77.08315875354795,32.13249575256355,124.1504300420997
82.5840254458947,71.78919807559406,29.320315397887256,113.28499951104138
83.96115603037002,75.59896445366712,30.2731354409538,116.96641346065672
90.07627423428202,83.99748462654114,33.00163092747728,127.50851049004147
80.3879944624707,77.62978388166117,29.943982228198717,115.6946631046321
nan,nan,nan,nan
nan,nan,nan,nan
69.81646239007158,74.8689897117278,27.43007287305381,105.98166322029545
44.193113315412745,49.081424717362026,17.69685755120171,68.3754070114578
33.235044247541246,38.2325449149638,13.573935992076956,52.445661356567435
22.417166107223387,26.71573824406463,9.344706501038559,36.105173393777996
25.65318737918137,31.67904815061194,10.922498204879503,42.2012924147564
26.805740572106508,34.309783340006234,11.666438175321668,45.07565573739165
23.226394783663782,30.822466922572318,10.341206992097282,39.955355634671434
28.278985880937988,38.92268489578263,12.89132621142745,49.808259690939934
36.546424098153835,52.193702729330376,17.072850631109752,65.96442941185812
80.40983088447965,119.21247675403976,38.530083474399085,148.86881086798286
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
45.56816261679968,170.0626980934572,64.0812766160517,187.36111853807984
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
73.50982299357493,150.71747247754075,61.03364167968819,178.45043010104948
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
81.09877829154391,103.80170265534332,47.944434590230856,140.18014881824826
44.289091226401965,54.692472821005275,25.61479198571552,74.8926415170972
28.81141344610279,34.33610548211013,16.314093089990134,47.69921716118336
28.58203886988606,32.879874529879814,15.856822211997418,46.36224655604182
28.44201088551248,31.58805323635829,15.470889041129892,45.23385345289045
26.86031094234102,28.8041569961001,14.334863892122842,41.91233812352771
27.45303200559016,28.428446847251323,14.38417345174997,42.056509630935615
29.535443570433348,29.535443570433344,15.202827354374897,44.45009351364106
39.8094634659428,38.44355200015327,20.14271938920893,58.89337158141939
nan,nan,nan,nan
nan,nan,nan,nan
117.40214492281228,102.05612757257937,56.618979420265894,165.54282116171666
134.8712098907337,113.17038247574814,64.0812766160517,187.36111853807984
118.99152532274786,99.84574501153969,72.43268978967566,171.39034525232435
77.48684558315995,67.3582872206548,47.876309574652296,113.28499951104138
83.61754216844717,75.28957314271499,52.468238938752485,124.1504300420997
91.2813500776903,85.12123603045941,58.20055671246038,137.71424943338053
73.10961616306943,70.60113565912997,47.39286479847506,112.141071716284
102.89062285754859,102.89062285754858,67.85210758451913,160.55176438672282
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
52.38963346083701,60.26737919923558,37.23702626014029,88.11031048863512
32.09438153784368,38.24859449981449,23.28273860496958,55.091652947204814
32.79715185564245,40.501109568981136,24.30171228115721,57.50275007299071
30.62225246386407,39.1946958000267,23.193575375659833,54.8806747728531
25.739751582554398,34.15780404742456,19.944073876866145,47.19169918195106
31.123042496724015,42.83719300254695,24.69084245428545,58.423510504699145
38.16299892179542,54.502410841463586,31.025853796585626,73.41342437213886
45.22791955243635,67.05314821547633,37.71529488092396,89.2419904563056
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
29.486648446225875,167.22709325453954,79.18223023435644,187.36111853807984
